epoch,model,dataset,seed,split_seed,layer,activation_entropy,train_loss,val_loss,train_accuracy,val_accuracy,val_generalization_gap
1,cnn,FashionMNIST,5,42,relu1,3.141874879896907,0.5241052202224732,0.36322874989509585,0.814,0.8715,-0.05750000000000011
1,cnn,FashionMNIST,5,42,relu2,2.870940548671951,0.5241052202224732,0.36322874989509585,0.814,0.8715,-0.05750000000000011
1,cnn,FashionMNIST,5,42,relu3,3.298765251747634,0.5241052202224732,0.36322874989509585,0.814,0.8715,-0.05750000000000011
2,cnn,FashionMNIST,5,42,relu1,3.0792428250555512,0.33797714020729064,0.306153325343132,0.8787,0.8857,-0.007000000000000006
2,cnn,FashionMNIST,5,42,relu2,2.3757529538226168,0.33797714020729064,0.306153325343132,0.8787,0.8857,-0.007000000000000006
2,cnn,FashionMNIST,5,42,relu3,3.0536586977302727,0.33797714020729064,0.306153325343132,0.8787,0.8857,-0.007000000000000006
3,cnn,FashionMNIST,5,42,relu1,3.051768483203324,0.29239996419906616,0.29121702768802643,0.89422,0.8927,0.0015199999999999658
3,cnn,FashionMNIST,5,42,relu2,2.154248572005879,0.29239996419906616,0.29121702768802643,0.89422,0.8927,0.0015199999999999658
3,cnn,FashionMNIST,5,42,relu3,2.8776860842498815,0.29239996419906616,0.29121702768802643,0.89422,0.8927,0.0015199999999999658
4,cnn,FashionMNIST,5,42,relu1,3.009536923400377,0.261550399312973,0.2770399293065071,0.9055,0.8941,0.011399999999999966
4,cnn,FashionMNIST,5,42,relu2,2.12153170117954,0.261550399312973,0.2770399293065071,0.9055,0.8941,0.011399999999999966
4,cnn,FashionMNIST,5,42,relu3,2.8587929057133294,0.261550399312973,0.2770399293065071,0.9055,0.8941,0.011399999999999966
5,cnn,FashionMNIST,5,42,relu1,2.983278535568068,0.23797662757873536,0.25341817417144774,0.91342,0.9046,0.00882000000000005
5,cnn,FashionMNIST,5,42,relu2,2.0306380369103274,0.23797662757873536,0.25341817417144774,0.91342,0.9046,0.00882000000000005
5,cnn,FashionMNIST,5,42,relu3,2.8420058644300776,0.23797662757873536,0.25341817417144774,0.91342,0.9046,0.00882000000000005
6,cnn,FashionMNIST,5,42,relu1,2.9327502666459253,0.2220722822713852,0.2539211844801903,0.91902,0.9041,0.014919999999999933
6,cnn,FashionMNIST,5,42,relu2,1.8016685153801784,0.2220722822713852,0.2539211844801903,0.91902,0.9041,0.014919999999999933
6,cnn,FashionMNIST,5,42,relu3,2.6658299336131224,0.2220722822713852,0.2539211844801903,0.91902,0.9041,0.014919999999999933
7,cnn,FashionMNIST,5,42,relu1,2.8013852309425995,0.20557917504310608,0.243567729139328,0.92536,0.9077,0.01766000000000001
7,cnn,FashionMNIST,5,42,relu2,1.848294657884727,0.20557917504310608,0.243567729139328,0.92536,0.9077,0.01766000000000001
7,cnn,FashionMNIST,5,42,relu3,2.712855057483756,0.20557917504310608,0.243567729139328,0.92536,0.9077,0.01766000000000001
8,cnn,FashionMNIST,5,42,relu1,2.831421622279553,0.1876804266500473,0.23772017357349395,0.93118,0.9147,0.01648000000000005
8,cnn,FashionMNIST,5,42,relu2,1.844160577478937,0.1876804266500473,0.23772017357349395,0.93118,0.9147,0.01648000000000005
8,cnn,FashionMNIST,5,42,relu3,2.656693363460085,0.1876804266500473,0.23772017357349395,0.93118,0.9147,0.01648000000000005
9,cnn,FashionMNIST,5,42,relu1,2.822794451197167,0.17291242221355438,0.2303516678452492,0.9371,0.9147,0.022400000000000087
9,cnn,FashionMNIST,5,42,relu2,1.8222213141107906,0.17291242221355438,0.2303516678452492,0.9371,0.9147,0.022400000000000087
9,cnn,FashionMNIST,5,42,relu3,2.6866439696546465,0.17291242221355438,0.2303516678452492,0.9371,0.9147,0.022400000000000087
10,cnn,FashionMNIST,5,42,relu1,2.8271588459292465,0.1624896329832077,0.24631692004203795,0.94006,0.9108,0.029259999999999953
10,cnn,FashionMNIST,5,42,relu2,1.7819029872316836,0.1624896329832077,0.24631692004203795,0.94006,0.9108,0.029259999999999953
10,cnn,FashionMNIST,5,42,relu3,2.7042467349670205,0.1624896329832077,0.24631692004203795,0.94006,0.9108,0.029259999999999953
11,cnn,FashionMNIST,5,42,relu1,2.799066136723251,0.14949845263957978,0.23912225103378296,0.946,0.9129,0.03309999999999991
11,cnn,FashionMNIST,5,42,relu2,1.7381559315725803,0.14949845263957978,0.23912225103378296,0.946,0.9129,0.03309999999999991
11,cnn,FashionMNIST,5,42,relu3,2.670784823152885,0.14949845263957978,0.23912225103378296,0.946,0.9129,0.03309999999999991
12,cnn,FashionMNIST,5,42,relu1,2.8093056529588933,0.13795064881801605,0.23572703015804292,0.94994,0.9159,0.03403999999999996
12,cnn,FashionMNIST,5,42,relu2,1.713012146445573,0.13795064881801605,0.23572703015804292,0.94994,0.9159,0.03403999999999996
12,cnn,FashionMNIST,5,42,relu3,2.6325737528647077,0.13795064881801605,0.23572703015804292,0.94994,0.9159,0.03403999999999996
13,cnn,FashionMNIST,5,42,relu1,2.8773375796258804,0.12399334207057953,0.24086216371059418,0.9548,0.9161,0.03869999999999996
13,cnn,FashionMNIST,5,42,relu2,1.729024922137952,0.12399334207057953,0.24086216371059418,0.9548,0.9161,0.03869999999999996
13,cnn,FashionMNIST,5,42,relu3,2.5610298412528585,0.12399334207057953,0.24086216371059418,0.9548,0.9161,0.03869999999999996
14,cnn,FashionMNIST,5,42,relu1,2.8051823455986957,0.11801519370138645,0.25691362681984903,0.95646,0.9124,0.04405999999999999
14,cnn,FashionMNIST,5,42,relu2,1.6116481688231452,0.11801519370138645,0.25691362681984903,0.95646,0.9124,0.04405999999999999
14,cnn,FashionMNIST,5,42,relu3,2.534725276768016,0.11801519370138645,0.25691362681984903,0.95646,0.9124,0.04405999999999999
15,cnn,FashionMNIST,5,42,relu1,2.824574229857467,0.10493527769565582,0.2596952013850212,0.96256,0.9149,0.047659999999999925
15,cnn,FashionMNIST,5,42,relu2,1.5923180065129885,0.10493527769565582,0.2596952013850212,0.96256,0.9149,0.047659999999999925
15,cnn,FashionMNIST,5,42,relu3,2.547573822726375,0.10493527769565582,0.2596952013850212,0.96256,0.9149,0.047659999999999925
16,cnn,FashionMNIST,5,42,relu1,2.8247674882619256,0.09764544776439667,0.280839287507534,0.96452,0.9111,0.05342000000000002
16,cnn,FashionMNIST,5,42,relu2,1.5514591290859054,0.09764544776439667,0.280839287507534,0.96452,0.9111,0.05342000000000002
16,cnn,FashionMNIST,5,42,relu3,2.546021489556294,0.09764544776439667,0.280839287507534,0.96452,0.9111,0.05342000000000002
17,cnn,FashionMNIST,5,42,relu1,2.7564947746183495,0.08842769762635232,0.263857919216156,0.96796,0.9172,0.05076000000000003
