epoch,model,dataset,seed,split_seed,layer,activation_entropy,train_loss,val_loss,train_accuracy,val_accuracy,val_generalization_gap
1,cnn,FashionMNIST,3,42,relu1,3.652867401724732,0.5620086165714264,0.38655480847358703,0.80062,0.86,-0.05937999999999999
1,cnn,FashionMNIST,3,42,relu2,3.145158658882471,0.5620086165714264,0.38655480847358703,0.80062,0.86,-0.05937999999999999
1,cnn,FashionMNIST,3,42,relu3,2.982041290934138,0.5620086165714264,0.38655480847358703,0.80062,0.86,-0.05937999999999999
2,cnn,FashionMNIST,3,42,relu1,3.6368872459852843,0.36117628251075745,0.3276607989311218,0.86982,0.8785,-0.00867999999999991
2,cnn,FashionMNIST,3,42,relu2,2.8416624319665966,0.36117628251075745,0.3276607989311218,0.86982,0.8785,-0.00867999999999991
2,cnn,FashionMNIST,3,42,relu3,2.797187596851041,0.36117628251075745,0.3276607989311218,0.86982,0.8785,-0.00867999999999991
3,cnn,FashionMNIST,3,42,relu1,3.6123128912012445,0.31417033474445344,0.3026336448907852,0.88624,0.8869,-0.0006599999999999939
3,cnn,FashionMNIST,3,42,relu2,2.8282641358473635,0.31417033474445344,0.3026336448907852,0.88624,0.8869,-0.0006599999999999939
3,cnn,FashionMNIST,3,42,relu3,2.820137202879005,0.31417033474445344,0.3026336448907852,0.88624,0.8869,-0.0006599999999999939
4,cnn,FashionMNIST,3,42,relu1,3.5499611266893725,0.28295871880054474,0.2902287328362465,0.89744,0.8919,0.005539999999999989
4,cnn,FashionMNIST,3,42,relu2,2.5882230837393703,0.28295871880054474,0.2902287328362465,0.89744,0.8919,0.005539999999999989
4,cnn,FashionMNIST,3,42,relu3,2.6407092558531113,0.28295871880054474,0.2902287328362465,0.89744,0.8919,0.005539999999999989
5,cnn,FashionMNIST,3,42,relu1,3.4948986119929963,0.2618759206390381,0.2667703462600708,0.9051,0.9015,0.0036000000000000476
5,cnn,FashionMNIST,3,42,relu2,2.452515009828999,0.2618759206390381,0.2667703462600708,0.9051,0.9015,0.0036000000000000476
5,cnn,FashionMNIST,3,42,relu3,2.5515127561951134,0.2618759206390381,0.2667703462600708,0.9051,0.9015,0.0036000000000000476
6,cnn,FashionMNIST,3,42,relu1,3.4414813445092145,0.2407767776966095,0.2540427635788918,0.91228,0.9046,0.00768000000000002
6,cnn,FashionMNIST,3,42,relu2,2.3321419921116933,0.2407767776966095,0.2540427635788918,0.91228,0.9046,0.00768000000000002
6,cnn,FashionMNIST,3,42,relu3,2.482359807064817,0.2407767776966095,0.2540427635788918,0.91228,0.9046,0.00768000000000002
7,cnn,FashionMNIST,3,42,relu1,3.341506114942998,0.2237524205684662,0.27921372870206834,0.91778,0.8961,0.021680000000000033
7,cnn,FashionMNIST,3,42,relu2,2.1500641022109903,0.2237524205684662,0.27921372870206834,0.91778,0.8961,0.021680000000000033
7,cnn,FashionMNIST,3,42,relu3,2.48052719863251,0.2237524205684662,0.27921372870206834,0.91778,0.8961,0.021680000000000033
