model,dataset,layer,epoch,activation_entropy_mean,activation_entropy_std,train_accuracy_mean,val_accuracy_mean,val_generalization_gap_mean,n_seeds,binning_method
mlp,FashionMNIST,relu1,2,4.734817466638317,0.1675947878413079,0.859356,0.8591200000000001,0.00023600000000001989,5,fd
mlp,FashionMNIST,relu1,3,4.448283002526492,0.1690628879397914,0.873508,0.86948,0.00402799999999994,5,fd
mlp,FashionMNIST,relu1,4,4.169015843479151,0.1169295193700514,0.881808,0.8760999999999999,0.00570799999999996,5,fd
mlp,FashionMNIST,relu1,5,3.9881375331214266,0.12056493120303309,0.890136,0.8786200000000001,0.01151599999999994,5,fd
mlp,FashionMNIST,relu1,6,3.833089538782094,0.10049807484162111,0.895884,0.8798400000000001,0.016044,5,fd
mlp,FashionMNIST,relu1,7,3.658321859972871,0.11225660828423004,0.9007999999999999,0.8818199999999999,0.01897999999999998,5,fd
mlp,FashionMNIST,relu1,8,3.5233097166012435,0.11601665061412948,0.905824,0.8835599999999999,0.02226399999999994,5,fd
mlp,FashionMNIST,relu1,9,3.500470678520027,0.1515656791499576,0.910308,0.8853200000000001,0.02498799999999994,5,fd
mlp,FashionMNIST,relu1,10,3.414840334561397,0.1195250561423791,0.91346,0.8881399999999999,0.02531999999999996,5,fd
mlp,FashionMNIST,relu1,11,3.321776774705955,0.06354371967388846,0.9183,0.88648,0.03181999999999992,5,fd
mlp,FashionMNIST,relu1,12,3.2894496178392196,0.16351965302809446,0.9211280000000001,0.8899800000000001,0.031147999999999943,5,fd
mlp,FashionMNIST,relu1,13,3.165268743983975,0.09316754824448736,0.9249320000000001,0.88942,0.03551199999999994,5,fd
mlp,FashionMNIST,relu1,14,3.1660650495674196,0.04768627879735875,0.928708,0.88948,0.039227999999999943,5,fd
mlp,FashionMNIST,relu1,15,3.128496148708186,0.10003927827196236,0.931048,0.89244,0.03860799999999994,5,fd
mlp,FashionMNIST,relu1,16,3.0606316844201116,0.1437111429810371,0.934132,0.8918800000000001,0.04225199999999996,5,fd
mlp,FashionMNIST,relu1,17,3.016656007340493,0.08591278793416231,0.9379519999999999,0.89192,0.04603199999999994,5,fd
mlp,FashionMNIST,relu1,18,2.984074976549293,0.07177233422333147,0.940504,0.8927400000000001,0.04776399999999992,5,fd
mlp,FashionMNIST,relu1,19,2.9448301495852616,0.06816103013656985,0.941872,0.8901600000000001,0.05171199999999994,5,fd
mlp,FashionMNIST,relu1,20,2.932924745856245,0.0919636175369399,0.9445399999999999,0.88704,0.05749999999999996,5,fd
mlp,FashionMNIST,relu1,21,2.928887556428184,0.09766107166674355,0.9477360000000001,0.8927799999999999,0.05495599999999996,5,fd
mlp,FashionMNIST,relu1,22,2.9048601697570655,0.0945991891440648,0.9499040000000001,0.89158,0.05832399999999995,5,fd
mlp,FashionMNIST,relu1,23,2.8948637084325726,0.09938826921721569,0.9524279999999999,0.8889799999999999,0.06344799999999996,5,fd
mlp,FashionMNIST,relu1,24,2.8457446033570784,0.08118206316557154,0.95462,0.89394,0.06067999999999998,5,fd
mlp,FashionMNIST,relu1,25,2.862119081663067,0.04957149264204734,0.9560000000000001,0.89502,0.060979999999999944,5,fd
mlp,FashionMNIST,relu1,26,2.8102792221710358,0.08025670837562758,0.9575720000000001,0.8934599999999999,0.064112,5,fd
mlp,FashionMNIST,relu1,27,2.812143999440687,0.09133812399654043,0.9604480000000001,0.89344,0.06700799999999996,5,fd
mlp,FashionMNIST,relu1,28,2.809554087272962,0.1212185314585121,0.961756,0.89438,0.06737599999999996,5,fd
mlp,FashionMNIST,relu1,29,2.817172028589404,0.1177454763625489,0.9631679999999999,0.8916599999999999,0.07150799999999996,5,fd
mlp,FashionMNIST,relu1,30,2.794096672329049,0.095397828383317,0.965312,0.88918,0.07613199999999998,5,fd
mlp,FashionMNIST,relu2,1,5.130299893599493,0.1288543356692806,0.805604,0.8462400000000001,-0.040635999999999964,5,fd
mlp,FashionMNIST,relu2,2,4.879430067188542,0.1497069027357291,0.859356,0.8591200000000001,0.00023600000000001989,5,fd
mlp,FashionMNIST,relu2,3,4.737803799477306,0.0763491970136349,0.873508,0.86948,0.00402799999999994,5,fd
mlp,FashionMNIST,relu2,4,4.63209845760297,0.15771202651325078,0.881808,0.8760999999999999,0.00570799999999996,5,fd
mlp,FashionMNIST,relu2,5,4.544622814671803,0.12508321863213592,0.890136,0.8786200000000001,0.01151599999999994,5,fd
mlp,FashionMNIST,relu2,6,4.495803055286802,0.09456115637222492,0.895884,0.8798400000000001,0.016044,5,fd
mlp,FashionMNIST,relu2,7,4.431292705946437,0.1770554507611975,0.9007999999999999,0.8818199999999999,0.01897999999999998,5,fd
mlp,FashionMNIST,relu2,8,4.323888239731331,0.08178715459919703,0.905824,0.8835599999999999,0.02226399999999994,5,fd
mlp,FashionMNIST,relu2,9,4.3434982681998235,0.1197517561993136,0.910308,0.8853200000000001,0.02498799999999994,5,fd
mlp,FashionMNIST,relu2,10,4.255441187065368,0.04503512893781161,0.91346,0.8881399999999999,0.02531999999999996,5,fd
mlp,FashionMNIST,relu2,11,4.243188483938364,0.06229940480673621,0.9183,0.88648,0.03181999999999992,5,fd
mlp,FashionMNIST,relu2,12,4.1942117759431685,0.11841902919582616,0.9211280000000001,0.8899800000000001,0.031147999999999943,5,fd
mlp,FashionMNIST,relu2,13,4.12530549509737,0.06830836434759177,0.9249320000000001,0.88942,0.03551199999999994,5,fd
mlp,FashionMNIST,relu2,14,4.191351838725145,0.13483500024564044,0.928708,0.88948,0.039227999999999943,5,fd
mlp,FashionMNIST,relu2,15,4.11307417910365,0.14914179034036734,0.931048,0.89244,0.03860799999999994,5,fd
mlp,FashionMNIST,relu2,16,4.104078045065895,0.06453087749457502,0.934132,0.8918800000000001,0.04225199999999996,5,fd
mlp,FashionMNIST,relu2,17,4.028468083292793,0.04273473821415539,0.9379519999999999,0.89192,0.04603199999999994,5,fd
mlp,FashionMNIST,relu2,18,4.052398470113698,0.09252695041347099,0.940504,0.8927400000000001,0.04776399999999992,5,fd
mlp,FashionMNIST,relu2,19,3.974875860588863,0.10794086929181762,0.941872,0.8901600000000001,0.05171199999999994,5,fd
mlp,FashionMNIST,relu2,20,3.961684286689388,0.059992386260825224,0.9445399999999999,0.88704,0.05749999999999996,5,fd
mlp,FashionMNIST,relu2,21,3.9839976772851613,0.11036615880203857,0.9477360000000001,0.8927799999999999,0.05495599999999996,5,fd
mlp,FashionMNIST,relu2,22,3.980671530538541,0.09329152859893504,0.9499040000000001,0.89158,0.05832399999999995,5,fd
mlp,FashionMNIST,relu2,23,3.9500098518442983,0.1416180328275961,0.9524279999999999,0.8889799999999999,0.06344799999999996,5,fd
mlp,FashionMNIST,relu2,24,3.9430553146497487,0.12854994004865417,0.95462,0.89394,0.06067999999999998,5,fd
mlp,FashionMNIST,relu2,25,3.8931229561702083,0.16167860035424012,0.9560000000000001,0.89502,0.060979999999999944,5,fd
mlp,FashionMNIST,relu2,26,3.873779588294339,0.10024119754910665,0.9575720000000001,0.8934599999999999,0.064112,5,fd
mlp,FashionMNIST,relu2,27,3.8964629280554,0.05661864806929082,0.9604480000000001,0.89344,0.06700799999999996,5,fd
mlp,FashionMNIST,relu2,28,3.8438042778536214,0.08468550307649503,0.961756,0.89438,0.06737599999999996,5,fd
mlp,FashionMNIST,relu2,29,3.8707436677487186,0.0838425727601709,0.9631679999999999,0.8916599999999999,0.07150799999999996,5,fd
mlp,FashionMNIST,relu2,30,3.816848805728796,0.1182861264413946,0.965312,0.88918,0.07613199999999998,5,fd
cnn,FashionMNIST,relu1,1,3.251125390589165,0.2717054112872542,0.8024519999999999,0.86274,-0.06028799999999999,5,fixed50
cnn,FashionMNIST,relu1,2,3.267903988455308,0.2637000035066433,0.8740600000000001,0.88072,-0.00665999999999998,5,fixed50
cnn,FashionMNIST,relu1,3,3.2504539981959737,0.24764353557546206,0.891028,0.8913800000000001,-0.0003519999999999801,5,fixed50
cnn,FashionMNIST,relu1,4,3.199658931370233,0.22757859168233724,0.9013479999999999,0.8956200000000001,0.00572799999999996,5,fixed50
cnn,FashionMNIST,relu1,5,3.2010515859108346,0.19296113078429816,0.910092,0.9031399999999999,0.006951999999999981,5,fixed50
cnn,FashionMNIST,relu1,6,3.1531613553483644,0.18732583097327016,0.9161199999999999,0.90608,0.010039999999999941,5,fixed50
cnn,FashionMNIST,relu1,7,3.1212224184604493,0.20441713202334705,0.922036,0.9064399999999999,0.01559599999999998,5,fixed50
cnn,FashionMNIST,relu1,8,3.1085659985064025,0.18263813309710053,0.9273680000000001,0.9104199999999999,0.016948,5,fixed50
cnn,FashionMNIST,relu1,9,3.0545163397181425,0.20433661748033236,0.932588,0.91182,0.020767999999999943,5,fixed50
cnn,FashionMNIST,relu1,10,3.0635239831019896,0.16171577060163636,0.936772,0.9133000000000001,0.0234719999999999,5,fixed50
cnn,FashionMNIST,relu1,11,3.0358546111524918,0.17673371703344584,0.9416800000000001,0.91232,0.02935999999999996,5,fixed50
cnn,FashionMNIST,relu1,12,3.052483233600135,0.18246073904388693,0.9458719999999999,0.9147399999999999,0.031131999999999938,5,fixed50
cnn,FashionMNIST,relu1,13,3.0361299407518425,0.13163738601822686,0.950496,0.91694,0.03355599999999994,5,fixed50
cnn,FashionMNIST,relu1,14,3.00686087150714,0.1561768052370193,0.954388,0.91102,0.04336799999999992,5,fixed50
cnn,FashionMNIST,relu1,15,3.014804778115336,0.1593448136240401,0.9578519999999999,0.9147000000000001,0.04315199999999998,5,fixed50
cnn,FashionMNIST,relu1,16,3.0051309666618993,0.15491514412550053,0.9613479999999999,0.91214,0.04920799999999994,5,fixed50
cnn,FashionMNIST,relu1,17,2.999975731794311,0.1681142407544856,0.9646440000000001,0.9153800000000001,0.04926399999999996,5,fixed50
cnn,FashionMNIST,relu1,18,2.989428452196484,0.15662227857286204,0.9688760000000001,0.91314,0.055735999999999966,5,fixed50
cnn,FashionMNIST,relu1,19,3.0226252590327682,0.14621870825585964,0.9708840000000001,0.9131,0.057783999999999905,5,fixed50
cnn,FashionMNIST,relu1,20,3.0147225256314725,0.1553244295571515,0.974128,0.91408,0.060047999999999976,5,fixed50
cnn,FashionMNIST,relu1,21,3.0363413194078506,0.15452128890132902,0.976548,0.9141199999999999,0.06242799999999996,5,fixed50
cnn,FashionMNIST,relu1,22,3.0351687089223818,0.13971038796278262,0.9788920000000001,0.91318,0.06571199999999996,5,fixed50
cnn,FashionMNIST,relu1,23,2.9969406376863637,0.13865261583959282,0.980876,0.91456,0.06631599999999997,5,fixed50
cnn,FashionMNIST,relu1,24,3.0470976994534613,0.1457607651655274,0.9833320000000001,0.9122,0.07113199999999995,5,fixed50
cnn,FashionMNIST,relu1,25,3.0067553898243227,0.15038297917351162,0.9838760000000001,0.91296,0.07091599999999995,5,fixed50
cnn,FashionMNIST,relu1,26,3.014615745739352,0.1314566334565321,0.986116,0.9134,0.07271599999999992,5,fixed50
cnn,FashionMNIST,relu1,27,2.9983830174121624,0.12117453867435259,0.987232,0.91418,0.07305199999999996,5,fixed50
cnn,FashionMNIST,relu1,28,3.031116077583536,0.15350396871474237,0.9889279999999999,0.91496,0.07396799999999996,5,fixed50
cnn,FashionMNIST,relu1,29,2.995487473019666,0.13662964541399056,0.989956,0.91232,0.07763599999999993,5,fixed50
cnn,FashionMNIST,relu1,30,2.9950700726026325,0.09984655038626426,0.991068,0.9132199999999999,0.07784799999999995,5,fixed50
cnn,FashionMNIST,relu2,1,3.022954504575509,0.10951999896141888,0.8024519999999999,0.86274,-0.06028799999999999,5,fixed50
cnn,FashionMNIST,relu2,2,2.5969645661493472,0.2228569712568881,0.8740600000000001,0.88072,-0.00665999999999998,5,fixed50
cnn,FashionMNIST,relu2,3,2.4687162581783464,0.24749849618814096,0.891028,0.8913800000000001,-0.0003519999999999801,5,fixed50
cnn,FashionMNIST,relu2,4,2.355026293422311,0.18837195729314798,0.9013479999999999,0.8956200000000001,0.00572799999999996,5,fixed50
cnn,FashionMNIST,relu2,5,2.1877138383065544,0.15830634208116476,0.910092,0.9031399999999999,0.006951999999999981,5,fixed50
cnn,FashionMNIST,relu2,6,2.071424242897163,0.18847521354822164,0.9161199999999999,0.90608,0.010039999999999941,5,fixed50
cnn,FashionMNIST,relu2,7,2.0409728456369667,0.1305810974955291,0.922036,0.9064399999999999,0.01559599999999998,5,fixed50
cnn,FashionMNIST,relu2,8,1.9134311305800094,0.14324092562653987,0.9273680000000001,0.9104199999999999,0.016948,5,fixed50
cnn,FashionMNIST,relu2,9,1.9473275331363755,0.11498990592608246,0.932588,0.91182,0.020767999999999943,5,fixed50
cnn,FashionMNIST,relu2,10,1.863811814040135,0.06634090909368417,0.936772,0.9133000000000001,0.0234719999999999,5,fixed50
cnn,FashionMNIST,relu2,11,1.8104989616475156,0.13948289425923857,0.9416800000000001,0.91232,0.02935999999999996,5,fixed50
cnn,FashionMNIST,relu2,12,1.7520343923075472,0.13008483267556045,0.9458719999999999,0.9147399999999999,0.031131999999999938,5,fixed50
cnn,FashionMNIST,relu2,13,1.7518845269582326,0.039565978165828526,0.950496,0.91694,0.03355599999999994,5,fixed50
cnn,FashionMNIST,relu2,14,1.695015641377878,0.06896918026083793,0.954388,0.91102,0.04336799999999992,5,fixed50
cnn,FashionMNIST,relu2,15,1.6842702831015366,0.0938150730448918,0.9578519999999999,0.9147000000000001,0.04315199999999998,5,fixed50
cnn,FashionMNIST,relu2,16,1.6645749031004864,0.09190801690729959,0.9613479999999999,0.91214,0.04920799999999994,5,fixed50
cnn,FashionMNIST,relu2,17,1.6420940576777059,0.06686015217204966,0.9646440000000001,0.9153800000000001,0.04926399999999996,5,fixed50
cnn,FashionMNIST,relu2,18,1.625799718611423,0.06370000943433259,0.9688760000000001,0.91314,0.055735999999999966,5,fixed50
cnn,FashionMNIST,relu2,19,1.656188747395884,0.05080286338326612,0.9708840000000001,0.9131,0.057783999999999905,5,fixed50
cnn,FashionMNIST,relu2,20,1.6060643083958392,0.03762813978994054,0.974128,0.91408,0.060047999999999976,5,fixed50
cnn,FashionMNIST,relu2,21,1.5986499916839902,0.02927308632948212,0.976548,0.9141199999999999,0.06242799999999996,5,fixed50
cnn,FashionMNIST,relu2,22,1.5979292036320998,0.0571665205913482,0.9788920000000001,0.91318,0.06571199999999996,5,fixed50
cnn,FashionMNIST,relu2,23,1.5994342749346795,0.04799787182746264,0.980876,0.91456,0.06631599999999997,5,fixed50
cnn,FashionMNIST,relu2,24,1.5835890345657808,0.037173813481837535,0.9833320000000001,0.9122,0.07113199999999995,5,fixed50
cnn,FashionMNIST,relu2,25,1.5849671793500026,0.07143230257446376,0.9838760000000001,0.91296,0.07091599999999995,5,fixed50
cnn,FashionMNIST,relu2,26,1.5460718790540986,0.062405854220214815,0.986116,0.9134,0.07271599999999992,5,fixed50
cnn,FashionMNIST,relu2,27,1.5274235674354517,0.0626867020387408,0.987232,0.91418,0.07305199999999996,5,fixed50
cnn,FashionMNIST,relu2,28,1.5783668643892088,0.048461465845158196,0.9889279999999999,0.91496,0.07396799999999996,5,fixed50
cnn,FashionMNIST,relu2,29,1.5380450237423486,0.06556632661146,0.989956,0.91232,0.07763599999999993,5,fixed50
cnn,FashionMNIST,relu2,30,1.576292905289669,0.043789884464429,0.991068,0.9132199999999999,0.07784799999999995,5,fixed50
cnn,FashionMNIST,relu3,1,3.1021567915552692,0.16807832232465816,0.8024519999999999,0.86274,-0.06028799999999999,5,fixed50
cnn,FashionMNIST,relu3,2,2.8462572918170137,0.1291409952199483,0.8740600000000001,0.88072,-0.00665999999999998,5,fixed50
cnn,FashionMNIST,relu3,3,2.790890872178501,0.1056531259553321,0.891028,0.8913800000000001,-0.0003519999999999801,5,fixed50
cnn,FashionMNIST,relu3,4,2.695660074917001,0.12144000331325322,0.9013479999999999,0.8956200000000001,0.00572799999999996,5,fixed50
cnn,FashionMNIST,relu3,5,2.6270949553009935,0.15771586732677825,0.910092,0.9031399999999999,0.006951999999999981,5,fixed50
cnn,FashionMNIST,relu3,6,2.550512420787368,0.13450268016202144,0.9161199999999999,0.90608,0.010039999999999941,5,fixed50
cnn,FashionMNIST,relu3,7,2.564359662127026,0.12142581460476332,0.922036,0.9064399999999999,0.01559599999999998,5,fixed50
