epoch,model,dataset,seed,split_seed,layer,activation_entropy,train_loss,val_loss,train_accuracy,val_accuracy,val_generalization_gap
1,mlp,FashionMNIST,4,42,relu1,5.137732398512805,0.5423464234161377,0.4220190598487854,0.80422,0.8389,-0.03467999999999993
1,mlp,FashionMNIST,4,42,relu2,5.127185544753623,0.5423464234161377,0.4220190598487854,0.80422,0.8389,-0.03467999999999993
2,mlp,FashionMNIST,4,42,relu1,4.560387375847101,0.3854027752304077,0.37167609481811525,0.86006,0.8596,0.00046000000000001595
2,mlp,FashionMNIST,4,42,relu2,4.9310357732393175,0.3854027752304077,0.37167609481811525,0.86006,0.8596,0.00046000000000001595
3,mlp,FashionMNIST,4,42,relu1,4.291381237151839,0.34464921491622924,0.34898034665584565,0.8732,0.8691,0.0040999999999999925
3,mlp,FashionMNIST,4,42,relu2,4.818806772410978,0.34464921491622924,0.34898034665584565,0.8732,0.8691,0.0040999999999999925
4,mlp,FashionMNIST,4,42,relu1,4.025632677500684,0.31683798080444336,0.32513435344696046,0.88356,0.8808,0.0027599999999999847
4,mlp,FashionMNIST,4,42,relu2,4.827175748046536,0.31683798080444336,0.32513435344696046,0.88356,0.8808,0.0027599999999999847
5,mlp,FashionMNIST,4,42,relu1,3.7788620932940256,0.2965687565422058,0.3411128745794296,0.89104,0.8742,0.016840000000000077
5,mlp,FashionMNIST,4,42,relu2,4.63155566720048,0.2965687565422058,0.3411128745794296,0.89104,0.8742,0.016840000000000077
6,mlp,FashionMNIST,4,42,relu1,3.667527210671553,0.2825851447868347,0.3160334816217423,0.89436,0.8809,0.013460000000000027
6,mlp,FashionMNIST,4,42,relu2,4.53396469455567,0.2825851447868347,0.3160334816217423,0.89436,0.8809,0.013460000000000027
7,mlp,FashionMNIST,4,42,relu1,3.6269908441604084,0.2658235772037506,0.3257475476264954,0.90036,0.8791,0.021260000000000057
7,mlp,FashionMNIST,4,42,relu2,4.694986175654896,0.2658235772037506,0.3257475476264954,0.90036,0.8791,0.021260000000000057
8,mlp,FashionMNIST,4,42,relu1,3.3941581814020703,0.2510089584445953,0.302454797744751,0.90596,0.8862,0.01976
8,mlp,FashionMNIST,4,42,relu2,4.4407757052223245,0.2510089584445953,0.302454797744751,0.90596,0.8862,0.01976
9,mlp,FashionMNIST,4,42,relu1,3.2788975429889784,0.23575019371032715,0.2987935487031937,0.91306,0.8939,0.019159999999999955
9,mlp,FashionMNIST,4,42,relu2,4.444040960458094,0.23575019371032715,0.2987935487031937,0.91306,0.8939,0.019159999999999955
10,mlp,FashionMNIST,4,42,relu1,3.2049604102721876,0.22871667718887329,0.32886084840297697,0.91398,0.8844,0.02958000000000005
10,mlp,FashionMNIST,4,42,relu2,4.331560942449911,0.22871667718887329,0.32886084840297697,0.91398,0.8844,0.02958000000000005
11,mlp,FashionMNIST,4,42,relu1,3.223041920924341,0.2172987218618393,0.30643310642242433,0.92014,0.8898,0.030339999999999923
