model,dataset,epoch,layer,activation_entropy_mean,activation_entropy_std,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,train_accuracy_mean,train_accuracy_std,val_accuracy_mean,val_accuracy_std,val_generalization_gap_mean,val_generalization_gap_std,n_seeds
cnn,FashionMNIST,6,relu2,3.9197814886030087,0.28958036176127805,0.22987506423854825,0.007120613277180975,0.25264631448507313,0.0022381321674550415,0.9161199999999999,0.002617441498868688,0.90608,0.001688786546606721,0.010039999999999941,0.002859895102971401,5
cnn,FashionMNIST,6,relu3,4.149326489353326,0.29236127436911813,0.22987506423854825,0.007120613277180975,0.25264631448507313,0.0022381321674550415,0.9161199999999999,0.002617441498868688,0.90608,0.001688786546606721,0.010039999999999941,0.002859895102971401,5
cnn,FashionMNIST,7,relu1,5.2537540927272754,0.3010340006984241,0.21346827552509304,0.006570586893273508,0.252019362604618,0.015581379661490547,0.922036,0.002929177358918336,0.9064399999999999,0.006026856560430173,0.01559599999999998,0.004003708281081446,5
cnn,FashionMNIST,7,relu2,3.8785057430363445,0.21627928176612704,0.21346827552509304,0.006570586893273508,0.252019362604618,0.015581379661490547,0.922036,0.002929177358918336,0.9064399999999999,0.006026856560430173,0.01559599999999998,0.004003708281081446,5
cnn,FashionMNIST,7,relu3,4.14830715882103,0.27344856980040005,0.21346827552509304,0.006570586893273508,0.252019362604618,0.015581379661490547,0.922036,0.002929177358918336,0.9064399999999999,0.006026856560430173,0.01559599999999998,0.004003708281081446,5
cnn,FashionMNIST,8,relu1,5.238502959482662,0.266760951565407,0.19803918572902676,0.008741462310718505,0.24538581828832623,0.009809289289720417,0.9273680000000001,0.0034343441877598933,0.9104199999999999,0.004742573141238828,0.016948,0.0035593707309017806,5
cnn,FashionMNIST,8,relu2,3.613694679672945,0.1963297128986617,0.19803918572902676,0.008741462310718505,0.24538581828832623,0.009809289289720417,0.9273680000000001,0.0034343441877598933,0.9104199999999999,0.004742573141238828,0.016948,0.0035593707309017806,5
cnn,FashionMNIST,8,relu3,3.9924536006864715,0.2850537469727801,0.19803918572902676,0.008741462310718505,0.24538581828832623,0.009809289289720417,0.9273680000000001,0.0034343441877598933,0.9104199999999999,0.004742573141238828,0.016948,0.0035593707309017806,5
cnn,FashionMNIST,9,relu1,5.217674224909484,0.2574050856924879,0.18363302535438533,0.007930943822356647,0.2414252000927925,0.01172817284984291,0.932588,0.0031703185959774194,0.91182,0.004577881606158024,0.020767999999999943,0.0033836843824447105,5
cnn,FashionMNIST,9,relu2,3.6952920793656014,0.1770616844334841,0.18363302535438533,0.007930943822356647,0.2414252000927925,0.01172817284984291,0.932588,0.0031703185959774194,0.91182,0.004577881606158024,0.020767999999999943,0.0033836843824447105,5
cnn,FashionMNIST,9,relu3,4.069625125562447,0.2764307865566871,0.18363302535438533,0.007930943822356647,0.2414252000927925,0.01172817284984291,0.932588,0.0031703185959774194,0.91182,0.004577881606158024,0.020767999999999943,0.0033836843824447105,5
cnn,FashionMNIST,10,relu1,5.117818690370216,0.29134994662150693,0.17143083700370784,0.00800892426290339,0.24012095893859858,0.003956590365098383,0.936772,0.003276632417589735,0.9133000000000001,0.0018083141320024928,0.0234719999999999,0.004343767949603203,5
cnn,FashionMNIST,10,relu2,3.4924756536572836,0.09162969744281056,0.17143083700370784,0.00800892426290339,0.24012095893859858,0.003956590365098383,0.936772,0.003276632417589735,0.9133000000000001,0.0018083141320024928,0.0234719999999999,0.004343767949603203,5
cnn,FashionMNIST,10,relu3,4.012144468686278,0.29707516144381685,0.17143083700370784,0.00800892426290339,0.24012095893859858,0.003956590365098383,0.936772,0.003276632417589735,0.9133000000000001,0.0018083141320024928,0.0234719999999999,0.004343767949603203,5
cnn,FashionMNIST,11,relu1,5.086108357412703,0.20649153474802312,0.15958095042467113,0.007817710481768384,0.2453992066454887,0.01119770360730943,0.9416800000000001,0.003577065836687924,0.91232,0.0038719504129056184,0.02935999999999996,0.005075667443794927,5
cnn,FashionMNIST,11,relu2,3.3993251954421986,0.22907741551638025,0.15958095042467113,0.007817710481768384,0.2453992066454887,0.01119770360730943,0.9416800000000001,0.003577065836687924,0.91232,0.0038719504129056184,0.02935999999999996,0.005075667443794927,5
cnn,FashionMNIST,11,relu3,3.9487182155950933,0.28497702858705165,0.15958095042467113,0.007817710481768384,0.2453992066454887,0.01119770360730943,0.9416800000000001,0.003577065836687924,0.91232,0.0038719504129056184,0.02935999999999996,0.005075667443794927,5
cnn,FashionMNIST,12,relu1,5.158285076359282,0.263245508868212,0.14681606925439833,0.0074136322732556055,0.23775631707191464,0.006202616719940609,0.9458719999999999,0.003080506451867948,0.9147399999999999,0.0015820872289478642,0.031131999999999938,0.0025077320431018666,5
cnn,FashionMNIST,12,relu2,3.2746074438097224,0.173863874610925,0.14681606925439833,0.0074136322732556055,0.23775631707191464,0.006202616719940609,0.9458719999999999,0.003080506451867948,0.9147399999999999,0.0015820872289478642,0.031131999999999938,0.0025077320431018666,5
cnn,FashionMNIST,12,relu3,3.840922835346548,0.28501758863495397,0.14681606925439833,0.0074136322732556055,0.23775631707191464,0.006202616719940609,0.9458719999999999,0.003080506451867948,0.9147399999999999,0.0015820872289478642,0.031131999999999938,0.0025077320431018666,5
cnn,FashionMNIST,13,relu1,5.019731318477319,0.2769830104131302,0.13522754797840114,0.009184326095930225,0.2369746584630012,0.003486336891229282,0.950496,0.003430900756361235,0.91694,0.0028147824072208526,0.03355599999999994,0.0029320095497797857,5
cnn,FashionMNIST,13,relu2,3.2618130718618694,0.060422255818272194,0.13522754797840114,0.009184326095930225,0.2369746584630012,0.003486336891229282,0.950496,0.003430900756361235,0.91694,0.0028147824072208526,0.03355599999999994,0.0029320095497797857,5
cnn,FashionMNIST,13,relu3,3.8295934260569737,0.2772238418150373,0.13522754797840114,0.009184326095930225,0.2369746584630012,0.003486336891229282,0.950496,0.003430900756361235,0.91694,0.0028147824072208526,0.03355599999999994,0.0029320095497797857,5
cnn,FashionMNIST,14,relu1,4.966528128065957,0.2807084954002684,0.12441183993494505,0.007930217529555335,0.2547238774335384,0.01392136093075917,0.954388,0.0027696064702408506,0.91102,0.00521651224478579,0.04336799999999992,0.003120916532046288,5
cnn,FashionMNIST,14,relu2,3.1378341935569103,0.11028341559947469,0.12441183993494505,0.007930217529555335,0.2547238774335384,0.01392136093075917,0.954388,0.0027696064702408506,0.91102,0.00521651224478579,0.04336799999999992,0.003120916532046288,5
cnn,FashionMNIST,14,relu3,3.8186482616802593,0.23180035840496557,0.12441183993494505,0.007930217529555335,0.2547238774335384,0.01392136093075917,0.954388,0.0027696064702408506,0.91102,0.00521651224478579,0.04336799999999992,0.003120916532046288,5
cnn,FashionMNIST,15,relu1,5.014003299486109,0.3045219190861943,0.11520649314451215,0.0101809306533775,0.2510831227493286,0.006091857223224902,0.9578519999999999,0.0041141852170265905,0.9147000000000001,0.0024929901724636224,0.04315199999999998,0.00539309929446879,5
cnn,FashionMNIST,15,relu2,3.0949532298550877,0.13298851203538342,0.11520649314451215,0.0101809306533775,0.2510831227493286,0.006091857223224902,0.9578519999999999,0.0041141852170265905,0.9147000000000001,0.0024929901724636224,0.04315199999999998,0.00539309929446879,5
cnn,FashionMNIST,15,relu3,3.7961634059436777,0.2167315030192264,0.11520649314451215,0.0101809306533775,0.2510831227493286,0.006091857223224902,0.9578519999999999,0.0041141852170265905,0.9147000000000001,0.0024929901724636224,0.04315199999999998,0.00539309929446879,5
cnn,FashionMNIST,16,relu1,4.937023935540262,0.15436623062389465,0.10604823328399653,0.008796112464583682,0.26879644865274427,0.01454652503281088,0.9613479999999999,0.0034371965320591944,0.91214,0.003626706494879332,0.04920799999999994,0.006113274081864785,5
cnn,FashionMNIST,16,relu2,3.0393882342052407,0.14329539962261234,0.10604823328399653,0.008796112464583682,0.26879644865274427,0.01454652503281088,0.9613479999999999,0.0034371965320591944,0.91214,0.003626706494879332,0.04920799999999994,0.006113274081864785,5
cnn,FashionMNIST,16,relu3,3.792701347062369,0.21582988107030585,0.10604823328399653,0.008796112464583682,0.26879644865274427,0.01454652503281088,0.9613479999999999,0.0034371965320591944,0.91214,0.003626706494879332,0.04920799999999994,0.006113274081864785,5
cnn,FashionMNIST,17,relu1,4.9492613394278875,0.2701054172317736,0.09638323959422108,0.009343245688025041,0.26102988077640527,0.006991379615497096,0.9646440000000001,0.0037538353719895777,0.9153800000000001,0.0021924871721403444,0.04926399999999996,0.0034346877587343983,5
cnn,FashionMNIST,17,relu2,2.995046430624365,0.09019346577519066,0.09638323959422108,0.009343245688025041,0.26102988077640527,0.006991379615497096,0.9646440000000001,0.0037538353719895777,0.9153800000000001,0.0021924871721403444,0.04926399999999996,0.0034346877587343983,5
cnn,FashionMNIST,17,relu3,3.699184751050452,0.2071631091438187,0.09638323959422108,0.009343245688025041,0.26102988077640527,0.006991379615497096,0.9646440000000001,0.0037538353719895777,0.9153800000000001,0.0021924871721403444,0.04926399999999996,0.0034346877587343983,5
cnn,FashionMNIST,18,relu1,4.99971208104383,0.2720825431906044,0.08652193423938745,0.008961039326117257,0.27784610034704205,0.009715006505082273,0.9688760000000001,0.0036355027162691253,0.91314,0.0028298409849318354,0.055735999999999966,0.0034434691809278927,5
cnn,FashionMNIST,18,relu2,2.9399178561425905,0.0967514984012834,0.08652193423938745,0.008961039326117257,0.27784610034704205,0.009715006505082273,0.9688760000000001,0.0036355027162691253,0.91314,0.0028298409849318354,0.055735999999999966,0.0034434691809278927,5
cnn,FashionMNIST,18,relu3,3.725472647741391,0.2683690338512649,0.08652193423938745,0.008961039326117257,0.27784610034704205,0.009715006505082273,0.9688760000000001,0.0036355027162691253,0.91314,0.0028298409849318354,0.055735999999999966,0.0034434691809278927,5
cnn,FashionMNIST,19,relu1,4.924465524882583,0.19557378668962933,0.0793726504628658,0.00905129561702397,0.2878000190997123,0.012494928256783848,0.9708840000000001,0.00374874378959141,0.9131,0.003595830919273003,0.057783999999999905,0.0035602078591003305,5
cnn,FashionMNIST,19,relu2,2.978887937911499,0.08962139707572864,0.0793726504628658,0.00905129561702397,0.2878000190997123,0.012494928256783848,0.9708840000000001,0.00374874378959141,0.9131,0.003595830919273003,0.057783999999999905,0.0035602078591003305,5
cnn,FashionMNIST,19,relu3,3.7319550989638075,0.23915583096001458,0.0793726504628658,0.00905129561702397,0.2878000190997123,0.012494928256783848,0.9708840000000001,0.00374874378959141,0.9131,0.003595830919273003,0.057783999999999905,0.0035602078591003305,5
cnn,FashionMNIST,20,relu1,4.959566521558679,0.19950597189975192,0.07099114672851557,0.008476633434303497,0.29572619818806645,0.007809415578929452,0.974128,0.003401987654298626,0.91408,0.0022376326776305452,0.060047999999999976,0.0028407956631901652,5
cnn,FashionMNIST,20,relu2,2.867063931993972,0.07825057848767607,0.07099114672851557,0.008476633434303497,0.29572619818806645,0.007809415578929452,0.974128,0.003401987654298626,0.91408,0.0022376326776305452,0.060047999999999976,0.0028407956631901652,5
cnn,FashionMNIST,20,relu3,3.7649471694616223,0.2647549693424899,0.07099114672851557,0.008476633434303497,0.29572619818806645,0.007809415578929452,0.974128,0.003401987654298626,0.91408,0.0022376326776305452,0.060047999999999976,0.0028407956631901652,5
cnn,FashionMNIST,21,relu1,4.928728387678772,0.21448860613775975,0.06445399310660353,0.007442864652843859,0.3005593961858749,0.008807542652447828,0.976548,0.003007942818605461,0.9141199999999999,0.0011122050170719387,0.06242799999999996,0.0026859113909434417,5
cnn,FashionMNIST,21,relu2,2.842904513719026,0.0401782627833531,0.06445399310660353,0.007442864652843859,0.3005593961858749,0.008807542652447828,0.976548,0.003007942818605461,0.9141199999999999,0.0011122050170719387,0.06242799999999996,0.0026859113909434417,5
cnn,FashionMNIST,21,relu3,3.682417208799732,0.2680993096374936,0.06445399310660353,0.007442864652843859,0.3005593961858749,0.008807542652447828,0.976548,0.003007942818605461,0.9141199999999999,0.0011122050170719387,0.06242799999999996,0.0026859113909434417,5
cnn,FashionMNIST,22,relu1,4.9073449761662395,0.21670941199762742,0.0579864894175529,0.009191904490412038,0.32480028333902355,0.011165991560661805,0.9788920000000001,0.0037779253565945305,0.91318,0.0016649324310613874,0.06571199999999996,0.0029866569940319595,5
cnn,FashionMNIST,22,relu2,2.8231892200816135,0.09183891704407905,0.0579864894175529,0.009191904490412038,0.32480028333902355,0.011165991560661805,0.9788920000000001,0.0037779253565945305,0.91318,0.0016649324310613874,0.06571199999999996,0.0029866569940319595,5
cnn,FashionMNIST,22,relu3,3.763924039975034,0.24001265459416957,0.0579864894175529,0.009191904490412038,0.32480028333902355,0.011165991560661805,0.9788920000000001,0.0037779253565945305,0.91318,0.0016649324310613874,0.06571199999999996,0.0029866569940319595,5
cnn,FashionMNIST,23,relu1,4.933226812271288,0.17555955825104108,0.0525814739694595,0.007449230847888963,0.32787215408325193,0.014643833752542112,0.980876,0.0028659169562288505,0.91456,0.0026557484820667787,0.06631599999999997,0.001442872135707126,5
cnn,FashionMNIST,23,relu2,2.816059809858181,0.062153016179937584,0.0525814739694595,0.007449230847888963,0.32787215408325193,0.014643833752542112,0.980876,0.0028659169562288505,0.91456,0.0026557484820667787,0.06631599999999997,0.001442872135707126,5
cnn,FashionMNIST,23,relu3,3.7124713758200003,0.24216085529703335,0.0525814739694595,0.007449230847888963,0.32787215408325193,0.014643833752542112,0.980876,0.0028659169562288505,0.91456,0.0026557484820667787,0.06631599999999997,0.001442872135707126,5
cnn,FashionMNIST,24,relu1,4.925521249942431,0.22047806963331906,0.04697366673040384,0.0072309036356242645,0.35223140668869013,0.022603896315837518,0.9833320000000001,0.0026000230768206457,0.9122,0.00443339598953216,0.07113199999999995,0.005823067919919827,5
cnn,FashionMNIST,24,relu2,2.7808069832949753,0.046091101259145874,0.04697366673040384,0.0072309036356242645,0.35223140668869013,0.022603896315837518,0.9833320000000001,0.0026000230768206457,0.9122,0.00443339598953216,0.07113199999999995,0.005823067919919827,5
cnn,FashionMNIST,24,relu3,3.6688958634186606,0.27371085077063945,0.04697366673040384,0.0072309036356242645,0.35223140668869013,0.022603896315837518,0.9833320000000001,0.0026000230768206457,0.9122,0.00443339598953216,0.07113199999999995,0.005823067919919827,5
cnn,FashionMNIST,25,relu1,4.866916121405228,0.25875824477980297,0.045093483792006915,0.005048158267707877,0.3594592450918257,0.020038333712504252,0.9838760000000001,0.002011934392568505,0.91296,0.0014397916515940538,0.07091599999999995,0.0019784539418444594,5
cnn,FashionMNIST,25,relu2,2.772929258484092,0.09167307568926719,0.045093483792006915,0.005048158267707877,0.3594592450918257,0.020038333712504252,0.9838760000000001,0.002011934392568505,0.91296,0.0014397916515940538,0.07091599999999995,0.0019784539418444594,5
cnn,FashionMNIST,25,relu3,3.6588394007914085,0.23023695122479107,0.045093483792006915,0.005048158267707877,0.3594592450918257,0.020038333712504252,0.9838760000000001,0.002011934392568505,0.91296,0.0014397916515940538,0.07091599999999995,0.0019784539418444594,5
cnn,FashionMNIST,26,relu1,4.953414419721325,0.23441928208231635,0.0392211665667295,0.006416262723972494,0.3718865409278869,0.022107786192417597,0.986116,0.0025002159906696002,0.9134,0.002783882181415015,0.07271599999999992,0.005065775360199072,5
cnn,FashionMNIST,26,relu2,2.6807451840203305,0.07978469260356598,0.0392211665667295,0.006416262723972494,0.3718865409278869,0.022107786192417597,0.986116,0.0025002159906696002,0.9134,0.002783882181415015,0.07271599999999992,0.005065775360199072,5
cnn,FashionMNIST,26,relu3,3.6637830184196325,0.2589652061855404,0.0392211665667295,0.006416262723972494,0.3718865409278869,0.022107786192417597,0.986116,0.0025002159906696002,0.9134,0.002783882181415015,0.07271599999999992,0.005065775360199072,5
cnn,FashionMNIST,27,relu1,4.911226702785504,0.14635977885233745,0.03616021989703172,0.005570118813428231,0.37902306785106654,0.018560119702691103,0.987232,0.002193472133399486,0.91418,0.0022884492565927944,0.07305199999999996,0.00364344891551952,5
cnn,FashionMNIST,27,relu2,2.6531187127260756,0.09290421959557468,0.03616021989703172,0.005570118813428231,0.37902306785106654,0.018560119702691103,0.987232,0.002193472133399486,0.91418,0.0022884492565927944,0.07305199999999996,0.00364344891551952,5
cnn,FashionMNIST,27,relu3,3.625475844236317,0.2396813888977336,0.03616021989703172,0.005570118813428231,0.37902306785106654,0.018560119702691103,0.987232,0.002193472133399486,0.91418,0.0022884492565927944,0.07305199999999996,0.00364344891551952,5
cnn,FashionMNIST,28,relu1,4.863002937403281,0.17969083172881048,0.03200004381299014,0.005484150115770192,0.3983074543273449,0.01685081488113919,0.9889279999999999,0.001931662496400482,0.91496,0.001644080290010196,0.07396799999999996,0.0030626002024423974,5
cnn,FashionMNIST,28,relu2,2.734040147286481,0.06984043751476392,0.03200004381299014,0.005484150115770192,0.3983074543273449,0.01685081488113919,0.9889279999999999,0.001931662496400482,0.91496,0.001644080290010196,0.07396799999999996,0.0030626002024423974,5
cnn,FashionMNIST,28,relu3,3.6637460704802294,0.2305592178123064,0.03200004381299014,0.005484150115770192,0.3983074543273449,0.01685081488113919,0.9889279999999999,0.001931662496400482,0.91496,0.001644080290010196,0.07396799999999996,0.0030626002024423974,5
cnn,FashionMNIST,29,relu1,4.8306933117146515,0.21908658693352465,0.02889529533314698,0.004523121031313331,0.41788388558149336,0.014083071892387252,0.989956,0.0016501757482158827,0.91232,0.002334951819631415,0.07763599999999993,0.0029699966329946913,5
cnn,FashionMNIST,29,relu2,2.6476588909867216,0.09983692947423434,0.02889529533314698,0.004523121031313331,0.41788388558149336,0.014083071892387252,0.989956,0.0016501757482158827,0.91232,0.002334951819631415,0.07763599999999993,0.0029699966329946913,5
cnn,FashionMNIST,29,relu3,3.6508212844875536,0.1759688503876091,0.02889529533314698,0.004523121031313331,0.41788388558149336,0.014083071892387252,0.989956,0.0016501757482158827,0.91232,0.002334951819631415,0.07763599999999993,0.0029699966329946913,5
cnn,FashionMNIST,30,relu1,4.798516115554757,0.19765181460060305,0.026060975428909,0.006059821656517648,0.4294271350383759,0.01428077550460141,0.991068,0.0024263388056905517,0.9132199999999999,0.0034744783781166526,0.07784799999999995,0.0027427212763968434,5
cnn,FashionMNIST,30,relu2,2.7061825947955205,0.06806860074270206,0.026060975428909,0.006059821656517648,0.4294271350383759,0.01428077550460141,0.991068,0.0024263388056905517,0.9132199999999999,0.0034744783781166526,0.07784799999999995,0.0027427212763968434,5
cnn,FashionMNIST,30,relu3,3.6292600036282785,0.23526470587198514,0.026060975428909,0.006059821656517648,0.4294271350383759,0.01428077550460141,0.991068,0.0024263388056905517,0.9132199999999999,0.0034744783781166526,0.07784799999999995,0.0027427212763968434,5
mlp,FashionMNIST,1,relu1,5.317732603927942,0.1334414814162485,0.5412225431289672,0.004542856787712537,0.41964795763015744,0.008021396715204607,0.805604,0.0018472899068635298,0.8462400000000001,0.005273329119256642,-0.040635999999999964,0.005619063978991527,5
mlp,FashionMNIST,1,relu2,5.130299893599493,0.1288543356692806,0.5412225431289672,0.004542856787712537,0.41964795763015744,0.008021396715204607,0.805604,0.0018472899068635298,0.8462400000000001,0.005273329119256642,-0.040635999999999964,0.005619063978991527,5
mlp,FashionMNIST,2,relu1,4.734817466638317,0.1675947878413079,0.3870213674755096,0.002657340399559589,0.3761512877321243,0.01115296977355909,0.859356,0.0015563675658404115,0.8591200000000001,0.004353963711378396,0.00023600000000001989,0.003558803169606298,5
mlp,FashionMNIST,2,relu2,4.879430067188542,0.1497069027357291,0.3870213674755096,0.002657340399559589,0.3761512877321243,0.01115296977355909,0.859356,0.0015563675658404115,0.8591200000000001,0.004353963711378396,0.00023600000000001989,0.003558803169606298,5
mlp,FashionMNIST,3,relu1,4.448283002526492,0.1690628879397914,0.34418414668846126,0.0013864888150729607,0.3495378130292892,0.006046824349575711,0.873508,0.0006929069201559273,0.86948,0.003902178878524142,0.00402799999999994,0.0033524200214173957,5
mlp,FashionMNIST,3,relu2,4.737803799477306,0.0763491970136349,0.34418414668846126,0.0013864888150729607,0.3495378130292892,0.006046824349575711,0.873508,0.0006929069201559273,0.86948,0.003902178878524142,0.00402799999999994,0.0033524200214173957,5
mlp,FashionMNIST,4,relu1,4.169015843479151,0.1169295193700514,0.3203463562822342,0.002042008709975595,0.3331053878355026,0.008687200506224601,0.881808,0.0012440739527857542,0.8760999999999999,0.004085339643163093,0.00570799999999996,0.003618524561198935,5
mlp,FashionMNIST,4,relu2,4.63209845760297,0.15771202651325078,0.3203463562822342,0.002042008709975595,0.3331053878355026,0.008687200506224601,0.881808,0.0012440739527857542,0.8760999999999999,0.004085339643163093,0.00570799999999996,0.003618524561198935,5
mlp,FashionMNIST,5,relu1,3.9881375331214266,0.12056493120303309,0.29728491515731814,0.001024310617030891,0.3261146917033195,0.012365132953103231,0.890136,0.0007041874750377255,0.8786200000000001,0.0036106786065780118,0.01151599999999994,0.003893286529399054,5
mlp,FashionMNIST,5,relu2,4.544622814671803,0.12508321863213592,0.29728491515731814,0.001024310617030891,0.3261146917033195,0.012365132953103231,0.890136,0.0007041874750377255,0.8786200000000001,0.0036106786065780118,0.01151599999999994,0.003893286529399054,5
mlp,FashionMNIST,6,relu1,3.833089538782094,0.10049807484162111,0.2811571947975159,0.0016877262826095656,0.3218420172691345,0.0069420904502240895,0.895884,0.0011203035302988088,0.8798400000000001,0.0028254203227130385,0.016044,0.0035940895926506893,5
mlp,FashionMNIST,6,relu2,4.495803055286802,0.09456115637222492,0.2811571947975159,0.0016877262826095656,0.3218420172691345,0.0069420904502240895,0.895884,0.0011203035302988088,0.8798400000000001,0.0028254203227130385,0.016044,0.0035940895926506893,5
mlp,FashionMNIST,7,relu1,3.658321859972871,0.11225660828423004,0.2667438978147506,0.0013232747968206435,0.3194954645729065,0.013892538242545641,0.9007999999999999,0.001190546093185814,0.8818199999999999,0.005149465991731567,0.01897999999999998,0.004275675385246205,5
mlp,FashionMNIST,7,relu2,4.431292705946437,0.1770554507611975,0.2667438978147506,0.0013232747968206435,0.3194954645729065,0.013892538242545641,0.9007999999999999,0.001190546093185814,0.8818199999999999,0.005149465991731567,0.01897999999999998,0.004275675385246205,5
mlp,FashionMNIST,8,relu1,3.5233097166012435,0.11601665061412948,0.253375885228157,0.002021927163117637,0.3130516314268112,0.007496309942408814,0.905824,0.0010458871832086142,0.8835599999999999,0.002350106380570893,0.02226399999999994,0.0029940741473784625,5
mlp,FashionMNIST,8,relu2,4.323888239731331,0.08178715459919703,0.253375885228157,0.002021927163117637,0.3130516314268112,0.007496309942408814,0.905824,0.0010458871832086142,0.8835599999999999,0.002350106380570893,0.02226399999999994,0.0029940741473784625,5
mlp,FashionMNIST,9,relu1,3.500470678520027,0.1515656791499576,0.24024632584190364,0.0032903887230862146,0.31559155389308924,0.017169811007691896,0.910308,0.001608203967163368,0.8853200000000001,0.006636414694697737,0.02498799999999994,0.0052617221515394,5
mlp,FashionMNIST,9,relu2,4.3434982681998235,0.1197517561993136,0.24024632584190364,0.0032903887230862146,0.31559155389308924,0.017169811007691896,0.910308,0.001608203967163368,0.8853200000000001,0.006636414694697737,0.02498799999999994,0.0052617221515394,5
mlp,FashionMNIST,10,relu1,3.414840334561397,0.1195250561423791,0.23077473441886895,0.003487104151695936,0.3115139179372787,0.014182674279482057,0.91346,0.0012717704195333232,0.8881399999999999,0.003578128002182162,0.02531999999999996,0.0044035667361810036,5
mlp,FashionMNIST,10,relu2,4.255441187065368,0.04503512893781161,0.23077473441886895,0.003487104151695936,0.3115139179372787,0.014182674279482057,0.91346,0.0012717704195333232,0.8881399999999999,0.003578128002182162,0.02531999999999996,0.0044035667361810036,5
